resource_code,name,type,category,unit,price_avg,price_min,price_max,price_median,price_variants,currency,avg_cost_per_use,avg_qty_per_use,usage_count,used_in_work_items,parent_category,parent_collection,parent_department,parent_section
44202,"FILTRO MINI T, EM FERRO GALVANIZADO, DN 25 MM (1"")",Material,General,UN,0.0,0.0,0.0,0.0,0,BRL,0.0,1.0,2,2,Instalações de Gás em PEX Multicamadas,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Instalações de Gás em PEX Multicamadas,Instalações de Gás em PEX Multicamadas
91382,"CAMINHÃO BASCULANTE 10 M3, TRUCADO CABINE SIMPLES, PESO BRUTO TOTAL 23.000 KG, CARGA ÚTIL MÁXIMA 15.935 KG, DISTÂNCIA ENTRE EIXOS 4,80 M, POTÊNCIA 230 CV INCLUSIVE CAÇAMBA METÁLICA - IMPOSTOS E SEGUROS. AF_06/2014",Labor,Labor,H,3.74,3.74,3.74,3.74,1,BRL,3.74,1.0,2,2,Custos Horários Produtivo e Improdutivo dos Equipamentos,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Custos Horários Produtivo e Improdutivo dos Equipamentos,Custos Horários Produtivo e Improdutivo dos Equipamentos
91381,"CAMINHÃO BASCULANTE 10 M3, TRUCADO CABINE SIMPLES, PESO BRUTO TOTAL 23.000 KG, CARGA ÚTIL MÁXIMA 15.935 KG, DISTÂNCIA ENTRE EIXOS 4,80 M, POTÊNCIA 230 CV INCLUSIVE CAÇAMBA METÁLICA - JUROS. AF_06/2014",Labor,Labor,H,4.71,4.71,4.71,4.71,1,BRL,4.71,1.0,2,2,Custos Horários Produtivo e Improdutivo dos Equipamentos,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Custos Horários Produtivo e Improdutivo dos Equipamentos,Custos Horários Produtivo e Improdutivo dos Equipamentos
91380,"CAMINHÃO BASCULANTE 10 M3, TRUCADO CABINE SIMPLES, PESO BRUTO TOTAL 23.000 KG, CARGA ÚTIL MÁXIMA 15.935 KG, DISTÂNCIA ENTRE EIXOS 4,80 M, POTÊNCIA 230 CV INCLUSIVE CAÇAMBA METÁLICA - DEPRECIAÇÃO. AF_06/2014",Labor,Labor,H,24.27,24.27,24.27,24.27,1,BRL,24.27,1.0,2,2,Custos Horários Produtivo e Improdutivo dos Equipamentos,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Custos Horários Produtivo e Improdutivo dos Equipamentos,Custos Horários Produtivo e Improdutivo dos Equipamentos
92135,"CAMINHONETE COM MOTOR A DIESEL, POTÊNCIA 180 CV, CABINE DUPLA, 4X4 - IMPOSTOS E SEGUROS. AF_11/2015",Labor,Labor,H,1.58,1.58,1.58,1.58,1,BRL,1.58,1.0,2,2,Custos Horários Produtivo e Improdutivo dos Equipamentos,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Custos Horários Produtivo e Improdutivo dos Equipamentos,Custos Horários Produtivo e Improdutivo dos Equipamentos
92134,"CAMINHONETE COM MOTOR A DIESEL, POTÊNCIA 180 CV, CABINE DUPLA, 4X4 - JUROS. AF_11/2015",Labor,Labor,H,2.0,2.0,2.0,2.0,1,BRL,2.0,1.0,2,2,Custos Horários Produtivo e Improdutivo dos Equipamentos,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Custos Horários Produtivo e Improdutivo dos Equipamentos,Custos Horários Produtivo e Improdutivo dos Equipamentos
102830,"DOBRADEIRA TDC, ESPESSURA 1,5MM - JUROS. AF_05/2023",Labor,Labor,H,0.0,0.0,0.0,0.0,0,BRL,0.0,1.0,2,2,Custos Horários Produtivo e Improdutivo dos Equipamentos,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Custos Horários Produtivo e Improdutivo dos Equipamentos,Custos Horários Produtivo e Improdutivo dos Equipamentos
88570,"ESPARGIDOR DE ASFALTO PRESSURIZADO COM TANQUE DE 2500 L, REBOCÁVEL COM MOTOR A GASOLINA POTÊNCIA 3,4 HP - JUROS. AF_07/2014",Labor,Labor,H,0.6,0.6,0.6,0.6,1,BRL,0.6,1.0,2,2,Custos Horários Produtivo e Improdutivo dos Equipamentos,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Custos Horários Produtivo e Improdutivo dos Equipamentos,Custos Horários Produtivo e Improdutivo dos Equipamentos
88569,"ESPARGIDOR DE ASFALTO PRESSURIZADO COM TANQUE DE 2500 L, REBOCÁVEL COM MOTOR A GASOLINA POTÊNCIA 3,4 HP - DEPRECIAÇÃO. AF_07/2014",Labor,Labor,H,3.63,3.63,3.63,3.63,1,BRL,3.63,1.0,2,2,Custos Horários Produtivo e Improdutivo dos Equipamentos,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Custos Horários Produtivo e Improdutivo dos Equipamentos,Custos Horários Produtivo e Improdutivo dos Equipamentos
88902,"ESCAVADEIRA HIDRÁULICA SOBRE ESTEIRAS, CAÇAMBA 1,20 M3, PESO OPERACIONAL 21 T, POTÊNCIA BRUTA 155 HP - JUROS. AF_06/2014",Labor,Labor,H,7.18,7.18,7.18,7.18,1,BRL,7.18,1.0,2,2,Custos Horários Produtivo e Improdutivo dos Equipamentos,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Custos Horários Produtivo e Improdutivo dos Equipamentos,Custos Horários Produtivo e Improdutivo dos Equipamentos
88900,"ESCAVADEIRA HIDRÁULICA SOBRE ESTEIRAS, CAÇAMBA 1,20 M3, PESO OPERACIONAL 21 T, POTÊNCIA BRUTA 155 HP - DEPRECIAÇÃO. AF_06/2014",Labor,Labor,H,52.95,52.95,52.95,52.95,1,BRL,52.95,1.0,2,2,Custos Horários Produtivo e Improdutivo dos Equipamentos,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Custos Horários Produtivo e Improdutivo dos Equipamentos,Custos Horários Produtivo e Improdutivo dos Equipamentos
5628,"ESCAVADEIRA HIDRÁULICA SOBRE ESTEIRAS, CAÇAMBA 0,80 M3, PESO OPERACIONAL 17 T, POTENCIA BRUTA 111 HP - JUROS. AF_06/2014",Labor,Labor,H,6.46,6.46,6.46,6.46,1,BRL,6.46,1.0,2,2,Custos Horários Produtivo e Improdutivo dos Equipamentos,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Custos Horários Produtivo e Improdutivo dos Equipamentos,Custos Horários Produtivo e Improdutivo dos Equipamentos
5627,"ESCAVADEIRA HIDRÁULICA SOBRE ESTEIRAS, CAÇAMBA 0,80 M3, PESO OPERACIONAL 17 T, POTENCIA BRUTA 111 HP - DEPRECIAÇÃO. AF_06/2014",Labor,Labor,H,47.6,47.6,47.6,47.6,1,BRL,47.6,1.0,2,2,Custos Horários Produtivo e Improdutivo dos Equipamentos,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Custos Horários Produtivo e Improdutivo dos Equipamentos,Custos Horários Produtivo e Improdutivo dos Equipamentos
104161,"ESCAVADEIRA HIDRÁULICA SOBRE ESTEIRA, PESO OPERACIONAL ENTRE 22,00 E 23,50 T, POTÊNCIA NOMINAL 139 HP, COM MARTELO ROMPEDOR HIDRÁULICO 1700 KG - JUROS. AF_04/2019",Labor,Labor,H,0.0,0.0,0.0,0.0,0,BRL,0.0,1.0,2,2,Custos Horários Produtivo e Improdutivo dos Equipamentos,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Custos Horários Produtivo e Improdutivo dos Equipamentos,Custos Horários Produtivo e Improdutivo dos Equipamentos
102894,"ESCAVADEIRA HIDRÁULICA SOBRE ESTEIRA, PESO OPERACIONAL ENTRE 22,00 E 23,50 T, POTÊNCIA NOMINAL 139 HP, COM MARTELO ROMPEDOR HIDRÁULICO 1700 KG - DEPRECIAÇÃO. AF_04/2019",Labor,Labor,H,0.0,0.0,0.0,0.0,0,BRL,0.0,1.0,2,2,Custos Horários Produtivo e Improdutivo dos Equipamentos,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Custos Horários Produtivo e Improdutivo dos Equipamentos,Custos Horários Produtivo e Improdutivo dos Equipamentos
89236,"FRESADORA DE ASFALTO A FRIO SOBRE RODAS, LARGURA FRESAGEM DE 2,0 M, POTÊNCIA 550 HP - DEPRECIAÇÃO. AF_11/2014",Labor,Labor,H,315.48,315.48,315.48,315.48,1,BRL,315.48,1.0,2,2,Custos Horários Produtivo e Improdutivo dos Equipamentos,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Custos Horários Produtivo e Improdutivo dos Equipamentos,Custos Horários Produtivo e Improdutivo dos Equipamentos
89231,"FRESADORA DE ASFALTO A FRIO SOBRE RODAS, LARGURA FRESAGEM DE 1,0 M, POTÊNCIA 208 HP - JUROS. AF_11/2014",Labor,Labor,H,21.4,21.4,21.4,21.4,1,BRL,21.4,1.0,2,2,Custos Horários Produtivo e Improdutivo dos Equipamentos,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Custos Horários Produtivo e Improdutivo dos Equipamentos,Custos Horários Produtivo e Improdutivo dos Equipamentos
89230,"FRESADORA DE ASFALTO A FRIO SOBRE RODAS, LARGURA FRESAGEM DE 1,0 M, POTÊNCIA 208 HP - DEPRECIAÇÃO. AF_11/2014",Labor,Labor,H,135.05,135.05,135.05,135.05,1,BRL,135.05,1.0,2,2,Custos Horários Produtivo e Improdutivo dos Equipamentos,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Custos Horários Produtivo e Improdutivo dos Equipamentos,Custos Horários Produtivo e Improdutivo dos Equipamentos
102836,"ESTABILIZADOR DE LINHA E PRESSÃO, CAPACIDADE DE 120 BAR, COM MANÔMETRO DE LEITURA, REGISTRO DE 1 COM RETORNO E LINHA - JUROS. AF_05/2023",Labor,Labor,H,0.0,0.0,0.0,0.0,0,BRL,0.0,1.0,2,2,Custos Horários Produtivo e Improdutivo dos Equipamentos,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Custos Horários Produtivo e Improdutivo dos Equipamentos,Custos Horários Produtivo e Improdutivo dos Equipamentos
102835,"ESTABILIZADOR DE LINHA E PRESSÃO, CAPACIDADE DE 120 BAR, COM MANÔMETRO DE LEITURA, REGISTRO DE 1 COM RETORNO E LINHA - DEPRECIAÇÃO. AF_05/2023",Labor,Labor,H,0.0,0.0,0.0,0.0,0,BRL,0.0,1.0,2,2,Custos Horários Produtivo e Improdutivo dos Equipamentos,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Custos Horários Produtivo e Improdutivo dos Equipamentos,Custos Horários Produtivo e Improdutivo dos Equipamentos
91484,"ESPARGIDOR DE ASFALTO PRESSURIZADO, TANQUE 6 M3 COM ISOLAÇÃO TÉRMICA, AQUECIDO COM 2 MAÇARICOS, COM BARRA ESPARGIDORA 3,60 M, MONTADO SOBRE CAMINHÃO TOCO, PBT 14.300 KG, POTÊNCIA 185 CV - IMPOSTOS E SEGUROS. AF_05/2023",Labor,Labor,H,3.4,3.4,3.4,3.4,1,BRL,3.4,1.0,2,2,Custos Horários Produtivo e Improdutivo dos Equipamentos,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Custos Horários Produtivo e Improdutivo dos Equipamentos,Custos Horários Produtivo e Improdutivo dos Equipamentos
91469,"ESPARGIDOR DE ASFALTO PRESSURIZADO, TANQUE 6 M3 COM ISOLAÇÃO TÉRMICA, AQUECIDO COM 2 MAÇARICOS, COM BARRA ESPARGIDORA 3,60 M, MONTADO SOBRE CAMINHÃO TOCO, PBT 14.300 KG, POTÊNCIA 185 CV - JUROS. AF_05/2023",Labor,Labor,H,4.28,4.28,4.28,4.28,1,BRL,4.28,1.0,2,2,Custos Horários Produtivo e Improdutivo dos Equipamentos,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Custos Horários Produtivo e Improdutivo dos Equipamentos,Custos Horários Produtivo e Improdutivo dos Equipamentos
9891,"UNIAO DE FERRO GALVANIZADO, COM ROSCA BSP, COM ASSENTO PLANO, DE 4""",Material,General,UN,384.23,384.23,384.23,384.23,1,BRL,384.23,1.0,2,2,Instalações de Gás e Incêndio em Aço e Ferro Galvanizado,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Instalações de Gás e Incêndio em Aço e Ferro Galvanizado,Instalações de Gás e Incêndio em Aço e Ferro Galvanizado
91468,"ESPARGIDOR DE ASFALTO PRESSURIZADO, TANQUE 6 M3 COM ISOLAÇÃO TÉRMICA, AQUECIDO COM 2 MAÇARICOS, COM BARRA ESPARGIDORA 3,60 M, MONTADO SOBRE CAMINHÃO TOCO, PBT 14.300 KG, POTÊNCIA 185 CV - DEPRECIAÇÃO. AF_05/2023",Labor,Labor,H,21.57,21.57,21.57,21.57,1,BRL,21.57,1.0,2,2,Custos Horários Produtivo e Improdutivo dos Equipamentos,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Custos Horários Produtivo e Improdutivo dos Equipamentos,Custos Horários Produtivo e Improdutivo dos Equipamentos
43874,"PEITORIL PRE-MOLDADO EM CONCRETO, COM PINGADEIRA, L = 25 CM, E = 3 CM",Material,General,M,0.0,0.0,0.0,0.0,0,BRL,0.0,1.08,2,2,Peitoris e Chapins,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Peitoris e Chapins,Peitoris e Chapins
6300,"TE DE FERRO GALVANIZADO, DE 4""",Material,General,UN,326.09,326.09,326.09,326.09,1,BRL,326.09,1.0,2,2,Instalações de Gás e Incêndio em Aço e Ferro Galvanizado,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Instalações de Gás e Incêndio em Aço e Ferro Galvanizado,Instalações de Gás e Incêndio em Aço e Ferro Galvanizado
94796,"TORNEIRA DE BOIA PARA CAIXA D'ÁGUA, ROSCÁVEL, 3/4"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021",Abstract Material,General,UN,45.16,45.16,45.16,45.16,1,BRL,45.16,1.0,2,2,Caixas de Água para Edificações,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Caixas de Água para Edificações,Caixas de Água para Edificações
94703,"ADAPTADOR COM FLANGE E ANEL DE VEDAÇÃO, PVC, SOLDÁVEL, DN 25 MM X 3/4"", INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",Abstract Material,General,UN,20.97,20.97,20.97,20.97,1,BRL,62.91,3.0,2,2,Caixas de Água para Edificações,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Caixas de Água para Edificações,Caixas de Água para Edificações
94688,"TÊ, PVC, SOLDÁVEL, DN 25 MM INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",Abstract Material,General,UN,9.36,9.36,9.36,9.36,1,BRL,9.36,1.0,2,2,Caixas de Água para Edificações,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Caixas de Água para Edificações,Caixas de Água para Edificações
94672,"JOELHO 90 GRAUS COM BUCHA DE LATÃO, PVC, SOLDÁVEL, DN 25 MM X 3/4"", INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",Abstract Material,General,UN,8.69,8.69,8.69,8.69,1,BRL,17.38,2.0,2,2,Caixas de Água para Edificações,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Caixas de Água para Edificações,Caixas de Água para Edificações
865,CABO DE COBRE NU 95 MM2 MEIO-DURO,Material,General,M,103.41,103.41,103.41,103.41,1,BRL,108.58,1.05,2,2,Sistema de Proteção contra Descargas Atmosféricas - SPDA,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Sistema de Proteção contra Descargas Atmosféricas - SPDA,Sistema de Proteção contra Descargas Atmosféricas - SPDA
1113,"RUFO EXTERNO/INTERNO DE CHAPA DE ACO GALVANIZADA NUM 26, CORTE 33 CM",Material,General,M,27.64,27.64,27.64,27.64,1,BRL,30.41,1.1,2,2,Peitoris e Chapins,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Peitoris e Chapins,Peitoris e Chapins
97116,"BARRAS DE TRANSFERÊNCIA, AÇO CA-25 DE 16,0 MM, PARA EXECUÇÃO DE PAVIMENTO DE CONCRETO - FORNECIMENTO E INSTALAÇÃO. AF_04/2022",Abstract Material,General,KG,23.02,23.02,23.02,23.02,1,BRL,12.11,0.526,2,2,Pavimento Rígido de Concreto,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Pavimento Rígido de Concreto,Pavimento Rígido de Concreto
87026,"GRADE DE DISCO REBOCÁVEL COM 20 DISCOS 24"" X 6 MM COM PNEUS PARA TRANSPORTE - JUROS. AF_06/2014",Labor,Labor,H,0.45,0.45,0.45,0.45,1,BRL,0.45,1.0,2,2,Custos Horários Produtivo e Improdutivo dos Equipamentos,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Custos Horários Produtivo e Improdutivo dos Equipamentos,Custos Horários Produtivo e Improdutivo dos Equipamentos
53840,"GRADE DE DISCO REBOCÁVEL COM 20 DISCOS 24"" X 6 MM COM PNEUS PARA TRANSPORTE - DEPRECIAÇÃO. AF_06/2014",Labor,Labor,H,3.22,3.22,3.22,3.22,1,BRL,3.22,1.0,2,2,Custos Horários Produtivo e Improdutivo dos Equipamentos,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Custos Horários Produtivo e Improdutivo dos Equipamentos,Custos Horários Produtivo e Improdutivo dos Equipamentos
88856,"GRADE DE DISCO CONTROLE REMOTO REBOCÁVEL, COM 24 DISCOS 24"" X 6 MM COM PNEUS PARA TRANSPORTE - JUROS. AF_06/2014",Labor,Labor,H,0.57,0.57,0.57,0.57,1,BRL,0.57,1.0,2,2,Custos Horários Produtivo e Improdutivo dos Equipamentos,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Custos Horários Produtivo e Improdutivo dos Equipamentos,Custos Horários Produtivo e Improdutivo dos Equipamentos
88855,"GRADE DE DISCO CONTROLE REMOTO REBOCÁVEL, COM 24 DISCOS 24"" X 6 MM COM PNEUS PARA TRANSPORTE - DEPRECIAÇÃO. AF_06/2014",Labor,Labor,H,4.1,4.1,4.1,4.1,1,BRL,4.1,1.0,2,2,Custos Horários Produtivo e Improdutivo dos Equipamentos,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Custos Horários Produtivo e Improdutivo dos Equipamentos,Custos Horários Produtivo e Improdutivo dos Equipamentos
93412,"GERADOR PORTÁTIL MONOFÁSICO, POTÊNCIA 5500 VA, MOTOR A GASOLINA, POTÊNCIA DO MOTOR 13 CV - JUROS. AF_03/2016",Labor,Labor,H,0.06,0.06,0.06,0.06,1,BRL,0.06,1.0,2,2,Custos Horários Produtivo e Improdutivo dos Equipamentos,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Custos Horários Produtivo e Improdutivo dos Equipamentos,Custos Horários Produtivo e Improdutivo dos Equipamentos
93411,"GERADOR PORTÁTIL MONOFÁSICO, POTÊNCIA 5500 VA, MOTOR A GASOLINA, POTÊNCIA DO MOTOR 13 CV - DEPRECIAÇÃO. AF_03/2016",Labor,Labor,H,0.33,0.33,0.33,0.33,1,BRL,0.33,1.0,2,2,Custos Horários Produtivo e Improdutivo dos Equipamentos,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Custos Horários Produtivo e Improdutivo dos Equipamentos,Custos Horários Produtivo e Improdutivo dos Equipamentos
102931,"FURADEIRA ELETROMAGNÉTICA, VELOCIDADE (SEM CARGA/ COM CARGA) 450/ 270 RPM, ESPESSURA MÁXIMA DA CHAPA A SER FURADA 50 MM, PORÇA DE ADESÃO MAGNÉTICA 17000 N, POTÊNCIA 1100 W, ALIMENTÇÃO 220 - 60 HZ, MONOFÁSICA - JUROS. AF_08/2019",Labor,Labor,H,0.0,0.0,0.0,0.0,0,BRL,0.0,1.0,2,2,Custos Horários Produtivo e Improdutivo dos Equipamentos,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Custos Horários Produtivo e Improdutivo dos Equipamentos,Custos Horários Produtivo e Improdutivo dos Equipamentos
44621,"ABRACADEIRA PARA PLACAS VIARIAS (COM PORCAS E ARRUELAS), EM ACO GALVANIZADO A FOGO, COMPRIMENTO DE 40 CM - COMPLETA",Material,General,UN,0.0,0.0,0.0,0.0,0,BRL,0.0,4.0,2,2,Sinalização Vertical Viária,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Sinalização Vertical Viária,Sinalização Vertical Viária
102930,"FURADEIRA ELETROMAGNÉTICA, VELOCIDADE (SEM CARGA/ COM CARGA) 450/ 270 RPM, ESPESSURA MÁXIMA DA CHAPA A SER FURADA 50 MM, PORÇA DE ADESÃO MAGNÉTICA 17000 N, POTÊNCIA 1100 W, ALIMENTÇÃO 220 - 60 HZ, MONOFÁSICA - DEPRECIAÇÃO. AF_08/2019",Labor,Labor,H,0.0,0.0,0.0,0.0,0,BRL,0.0,1.0,2,2,Custos Horários Produtivo e Improdutivo dos Equipamentos,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Custos Horários Produtivo e Improdutivo dos Equipamentos,Custos Horários Produtivo e Improdutivo dos Equipamentos
89237,"FRESADORA DE ASFALTO A FRIO SOBRE RODAS, LARGURA FRESAGEM DE 2,0 M, POTÊNCIA 550 HP - JUROS. AF_11/2014",Labor,Labor,H,49.99,49.99,49.99,49.99,1,BRL,49.99,1.0,2,2,Custos Horários Produtivo e Improdutivo dos Equipamentos,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Custos Horários Produtivo e Improdutivo dos Equipamentos,Custos Horários Produtivo e Improdutivo dos Equipamentos
1185,"CAP PVC, SOLDAVEL, 25 MM, PARA AGUA FRIA PREDIAL",Material,General,UN,1.45,1.45,1.45,1.45,1,BRL,0.36,0.25,2,2,Esgotamento de Vala e Rebaixamento do Lençol Freático,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Esgotamento de Vala e Rebaixamento do Lençol Freático,Esgotamento de Vala e Rebaixamento do Lençol Freático
410,"ABRACADEIRA DE NYLON PARA AMARRACAO DE CABOS, COMPRIMENTO DE 150 X *3,6* MM",Material,General,UN,0.11,0.11,0.11,0.11,1,BRL,0.06,0.5,2,2,Esgotamento de Vala e Rebaixamento do Lençol Freático,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Esgotamento de Vala e Rebaixamento do Lençol Freático,Esgotamento de Vala e Rebaixamento do Lençol Freático
95874,"GRUPO GERADOR COM CARENAGEM, MOTOR DIESEL POTÊNCIA STANDART ENTRE 250 E 260 KVA - DEPRECIAÇÃO. AF_12/2016",Labor,Labor,H,9.91,9.91,9.91,9.91,1,BRL,9.91,1.0,2,2,Custos Horários Produtivo e Improdutivo dos Equipamentos,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Custos Horários Produtivo e Improdutivo dos Equipamentos,Custos Horários Produtivo e Improdutivo dos Equipamentos
11929,"ABRACADEIRA, GALVANIZADA/ZINCADA, ROSCA SEM FIM, PARAFUSO INOX, LARGURA FITA *12,6 A *14 MM, D = 4"" A 4 3/4""",Material,General,UN,15.29,15.29,15.29,15.29,1,BRL,9.04,0.5916,2,2,Esgotamento de Vala e Rebaixamento do Lençol Freático,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Esgotamento de Vala e Rebaixamento do Lençol Freático,Esgotamento de Vala e Rebaixamento do Lençol Freático
9870,"TUBO PVC, SOLDAVEL, DE 110 MM, AGUA FRIA (NBR-5648)",Material,General,M,106.55,106.55,106.55,106.55,1,BRL,93.95,0.8818,2,2,Esgotamento de Vala e Rebaixamento do Lençol Freático,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Esgotamento de Vala e Rebaixamento do Lençol Freático,Esgotamento de Vala e Rebaixamento do Lençol Freático
7106,"TE DE REDUCAO, PVC, SOLDAVEL, 90 GRAUS, 110 MM X 60 MM, PARA AGUA FRIA PREDIAL",Material,General,UN,165.6,165.6,165.6,165.6,1,BRL,141.94,0.8572,2,2,Esgotamento de Vala e Rebaixamento do Lençol Freático,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Esgotamento de Vala e Rebaixamento do Lençol Freático,Esgotamento de Vala e Rebaixamento do Lençol Freático
104185,"INSTALAÇÃO E DESINSTALAÇÃO DE CONJUNTO DE BOMBAS, À VÁCUO E CENTRÍFUGA, PARA SISTEMA DE REBAIXAMENTO DE LENÇOL FREÁTICO POR PONTEIRAS FILTRANTES (EXCLUI O FORNECIMENTO DE BOMBAS). AF_12/2022",Abstract Material,General,UN,19.34,19.34,19.34,19.34,1,BRL,3.87,0.2,2,2,Esgotamento de Vala e Rebaixamento do Lençol Freático,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Esgotamento de Vala e Rebaixamento do Lençol Freático,Esgotamento de Vala e Rebaixamento do Lençol Freático
104184,INSTALAÇÃO E DESINSTALAÇÃO DE REGISTRO DE PVC PARA SISTEMA DE REBAIXAMENTO DE LENÇOL FREÁTICO POR PONTEIRAS FILTRANTES. AF_12/2022,Abstract Material,General,UN,23.54,23.54,23.54,23.54,1,BRL,23.54,1.0,2,2,Esgotamento de Vala e Rebaixamento do Lençol Freático,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Esgotamento de Vala e Rebaixamento do Lençol Freático,Esgotamento de Vala e Rebaixamento do Lençol Freático
104183,"INSTALAÇÃO E DESINSTALAÇÃO DE TUBO COLETOR DE PVC, DIÂMETRO DE 100 MM, PARA SISTEMA DE REBAIXAMENTO DE LENÇOL FREÁTICO POR PONTEIRAS FILTRANTES. AF_12/2022",Abstract Material,General,M,0.0,0.0,0.0,0.0,0,BRL,0.0,1.1,2,2,Esgotamento de Vala e Rebaixamento do Lençol Freático,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Esgotamento de Vala e Rebaixamento do Lençol Freático,Esgotamento de Vala e Rebaixamento do Lençol Freático
104182,INSTALAÇÃO E DESINSTALAÇÃO DE MANGOTES PARA SISTEMA DE REBAIXAMENTO DE LENÇOL FREÁTICO POR PONTEIRAS FILTRANTES. AF_12/2022,Abstract Material,General,M,0.0,0.0,0.0,0.0,0,BRL,0.0,1.0,2,2,Esgotamento de Vala e Rebaixamento do Lençol Freático,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Esgotamento de Vala e Rebaixamento do Lençol Freático,Esgotamento de Vala e Rebaixamento do Lençol Freático
20055,"REGISTRO DE ESFERA, PVC, COM VOLANTE, VS, ROSCAVEL, DN 1"", COM CORPO DIVIDIDO",Material,General,UN,24.8,24.8,24.8,24.8,1,BRL,15.5,0.625,2,2,Esgotamento de Vala e Rebaixamento do Lençol Freático,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Esgotamento de Vala e Rebaixamento do Lençol Freático,Esgotamento de Vala e Rebaixamento do Lençol Freático
95869,"GRUPO GERADOR COM CARENAGEM, MOTOR DIESEL POTÊNCIA STANDART ENTRE 250 E 260 KVA - JUROS. AF_12/2016",Labor,Labor,H,1.78,1.78,1.78,1.78,1,BRL,1.78,1.0,2,2,Custos Horários Produtivo e Improdutivo dos Equipamentos,SINAPI Relatorio Analitico de Composicoes (CAIXA/IBGE),Custos Horários Produtivo e Improdutivo dos Equipamentos,Custos Horários Produtivo e Improdutivo dos Equipamentos
